,coef,std err,t,P>|t|,[0.025,0.975]
adrg_IS3,-16.1101,0.49,-32.891,0,-17.07,-15.15
adrg_CB2,-16.0935,0.992,-16.22,0,-18.038,-14.149
adrg_HD4,-16.0912,0.988,-16.284,0,-18.028,-14.154
adrg_ID2,-16.0655,0.365,-44.012,0,-16.781,-15.35
adrg_FQ3,-16.0645,1.594,-10.076,0,-19.189,-12.94
adrg_FR1,-16.0539,0.527,-30.46,0,-17.087,-15.021
adrg_GE2,-16.0452,0.878,-18.265,0,-17.767,-14.323
adrg_IJ1,-16.0426,1.528,-10.498,0,-19.038,-13.047
adrg_KU1,-15.9825,3.725,-4.291,0,-23.283,-8.682
adrg_HR1,-15.9807,0.337,-47.375,0,-16.642,-15.32
adrg_CS1,-15.9743,0.853,-18.725,0,-17.646,-14.302
adrg_BW2,-15.8821,1.266,-12.547,0,-18.363,-13.401
adrg_IU3,-15.862,0.775,-20.459,0,-17.382,-14.342
adrg_VD1,-15.8312,0.545,-29.057,0,-16.899,-14.763
adrg_KD2,-15.816,1.305,-12.123,0,-18.373,-13.259
adrg_KC1,-15.7862,0.688,-22.935,0,-17.135,-14.437
adrg_FD4,-15.7542,1.174,-13.417,0,-18.056,-13.453
adrg_HK2,-15.7474,0.308,-51.137,0,-16.351,-15.144
adrg_MK1,-15.7437,2.817,-5.588,0,-21.265,-10.222
adrg_OC1,-15.7215,0.405,-38.84,0,-16.515,-14.928
adrg_CX1,-15.7192,5.266,-2.985,0.003,-26.04,-5.399
adrg_US2,-15.7165,7.445,-2.111,0.035,-30.309,-1.124
adrg_VJ1,-15.6798,0.228,-68.698,0,-16.127,-15.232
adrg_NA2,-15.6779,0.588,-26.65,0,-16.831,-14.525
adrg_ZK1,-15.6528,5.269,-2.97,0.003,-25.981,-5.325
adrg_BJ1,-15.6085,0.49,-31.855,0,-16.569,-14.648
adrg_OR1,-15.601,0.225,-69.189,0,-16.043,-15.159
adrg_HJ1,-15.5906,0.575,-27.134,0,-16.717,-14.464
adrg_XJ1,-15.5841,0.34,-45.874,0,-16.25,-14.918
adrg_HZ3,-15.5607,1.215,-12.806,0,-17.942,-13.179
adrg_XZ1,-15.5535,2.248,-6.918,0,-19.96,-11.147
adrg_EB1,-15.5519,0.274,-56.748,0,-16.089,-15.015
adrg_HB1,-15.5352,0.647,-23.994,0,-16.804,-14.266
adrg_BZ1,-15.5319,0.595,-26.106,0,-16.698,-14.366
adrg_FF3,-15.4917,0.303,-51.119,0,-16.086,-14.898
adrg_FE4,-15.4398,3.726,-4.143,0,-22.744,-8.136
adrg_KZ1,-15.4008,0.614,-25.063,0,-16.605,-14.196
adrg_LR1,-15.3909,0.228,-67.577,0,-15.837,-14.944
adrg_IG1,-15.3589,0.256,-60.014,0,-15.861,-14.857
adrg_HS1,-15.296,0.565,-27.067,0,-16.404,-14.188
adrg_GE1,-15.2268,0.332,-45.818,0,-15.878,-14.575
adrg_VS2,-15.2121,0.412,-36.961,0,-16.019,-14.405
adrg_KS1,-15.2003,0.246,-61.741,0,-15.683,-14.718
adrg_FN3,-15.1537,1.251,-12.117,0,-17.605,-12.702
adrg_TV1,-15.138,1.248,-12.131,0,-17.584,-12.692
adrg_NA1,-15.0595,0.716,-21.041,0,-16.462,-13.657
adrg_QC1,-15.0397,0.909,-16.549,0,-16.821,-13.258
adrg_CD2,-14.942,0.292,-51.085,0,-15.515,-14.369
adrg_IH1,-14.9384,0.617,-24.226,0,-16.147,-13.73
adrg_OJ1,-14.9269,1.763,-8.466,0,-18.383,-11.471
adrg_GJ1,-14.8897,0.533,-27.95,0,-15.934,-13.846
adrg_FU2,-14.8877,0.625,-23.829,0,-16.112,-13.663
adrg_FV2,-14.8812,1.083,-13.746,0,-17.003,-12.759
adrg_KJ1,-14.8781,1.811,-8.215,0,-18.428,-11.329
adrg_IU1,-14.8739,0.407,-36.586,0,-15.671,-14.077
adrg_HD2,-14.8726,0.614,-24.204,0,-16.077,-13.668
adrg_FK1,-14.7617,1.27,-11.621,0,-17.251,-12.272
adrg_RU1,-14.7328,0.217,-67.791,0,-15.159,-14.307
adrg_BU2,-14.7183,1.061,-13.869,0,-16.798,-12.638
adrg_BW1,-14.6896,1.593,-9.224,0,-17.811,-11.568
adrg_JR1,-14.6894,0.995,-14.762,0,-16.64,-12.739
adrg_BK1,-14.6866,0.652,-22.52,0,-15.965,-13.408
adrg_OB2,-14.6498,0.233,-62.981,0,-15.106,-14.194
adrg_ND1,-14.6439,0.227,-64.463,0,-15.089,-14.199
adrg_OD1,-14.64,1.559,-9.389,0,-17.696,-11.584
adrg_HC2,-14.5582,0.923,-15.78,0,-16.366,-12.75
adrg_NC1,-14.5406,0.21,-69.389,0,-14.951,-14.13
adrg_RA3,-14.4855,2.154,-6.724,0,-18.708,-10.263
adrg_FT2,-14.431,0.264,-54.657,0,-14.948,-13.914
adrg_VB1,-14.3793,0.493,-29.158,0,-15.346,-13.413
adrg_LS2,-14.347,1.81,-7.925,0,-17.895,-10.799
adrg_OZ1,-14.3168,0.174,-82.338,0,-14.658,-13.976
adrg_FW1,-14.2986,0.616,-23.199,0,-15.507,-13.091
adrg_MR1,-14.2502,0.639,-22.301,0,-15.503,-12.998
adrg_PT1,-14.2236,0.286,-49.745,0,-14.784,-13.663
adrg_UR1,-14.189,2.358,-6.017,0,-18.811,-9.567
adrg_GV2,-14.1864,0.676,-20.981,0,-15.512,-12.861
adrg_WS1,-14.1662,3.341,-4.24,0,-20.715,-7.617
adrg_NB1,-14.1532,0.375,-37.77,0,-14.888,-13.419
adrg_VZ1,-14.1058,0.8,-17.631,0,-15.674,-12.538
adrg_NR1,-14.085,0.433,-32.536,0,-14.933,-13.236
adrg_IH2,-14.0684,0.441,-31.865,0,-14.934,-13.203
adrg_RK1,-14.0261,2.486,-5.641,0,-18.899,-9.153
adrg_LA1,-14.0149,0.393,-35.628,0,-14.786,-13.244
adrg_EB2,-14.0053,0.95,-14.745,0,-15.867,-12.144
adrg_RT1,-13.9955,0.622,-22.49,0,-15.215,-12.776
adrg_FS2,-13.9938,0.214,-65.367,0,-14.413,-13.574
adrg_NJ1,-13.9544,0.722,-19.32,0,-15.37,-12.539
adrg_QB1,-13.9449,0.625,-22.329,0,-15.169,-12.721
adrg_FS1,-13.9338,0.66,-21.127,0,-15.226,-12.641
adrg_HC4,-13.923,0.347,-40.078,0,-14.604,-13.242
adrg_PT2,-13.9139,0.366,-38.007,0,-14.631,-13.196
adrg_HS2,-13.8414,0.655,-21.135,0,-15.125,-12.558
adrg_IH3,-13.7934,0.644,-21.416,0,-15.056,-12.531
adrg_LC1,-13.7813,0.271,-50.837,0,-14.313,-13.25
adrg_LE1,-13.7634,0.311,-44.193,0,-14.374,-13.153
adrg_ZR1,-13.7393,1.868,-7.354,0,-17.401,-10.077
adrg_HD1,-13.734,2.822,-4.867,0,-19.265,-8.203
adrg_MC1,-13.7185,0.379,-36.205,0,-14.461,-12.976
adrg_FU3,-13.6732,0.526,-25.983,0,-14.705,-12.642
adrg_FF2,-13.6353,1.415,-9.635,0,-16.409,-10.862
adrg_HC1,-13.5996,3.045,-4.466,0,-19.569,-7.631
adrg_DB1,-13.5978,1.671,-8.138,0,-16.873,-10.323
adrg_DG3,-13.4994,1.354,-9.969,0,-16.154,-10.845
adrg_OB1,-13.4937,0.807,-16.721,0,-15.075,-11.912
adrg_GX1,-13.4856,0.692,-19.478,0,-14.843,-12.129
adrg_ZB1,-13.4731,2.489,-5.413,0,-18.351,-8.595
adrg_GC3,-13.3958,0.569,-23.53,0,-14.512,-12.28
adrg_DS1,-13.3526,0.639,-20.911,0,-14.604,-12.101
adrg_JC1,-13.3182,1.187,-11.223,0,-15.644,-10.992
adrg_TT2,-13.3059,4.3,-3.094,0.002,-21.735,-4.877
adrg_LB1,-13.3054,0.317,-41.995,0,-13.926,-12.684
adrg_GB3,-13.2732,0.398,-33.344,0,-14.053,-12.493
adrg_NE1,-13.2724,0.309,-42.961,0,-13.878,-12.667
adrg_OU1,-13.2604,0.783,-16.932,0,-14.795,-11.725
adrg_BV2,-13.2517,1.215,-10.909,0,-15.633,-10.871
adrg_WJ1,-13.2081,0.605,-21.83,0,-14.394,-12.022
adrg_IT2,-13.186,0.286,-46.044,0,-13.747,-12.625
adrg_MA1,-13.1727,0.763,-17.254,0,-14.669,-11.676
adrg_HL1,-13.1616,0.759,-17.331,0,-14.65,-11.673
adrg_PU1,-13.1317,0.197,-66.625,0,-13.518,-12.745
adrg_OE1,-13.1256,0.328,-40.01,0,-13.769,-12.483
adrg_HV1,-13.057,0.3,-43.539,0,-13.645,-12.469
adrg_CZ1,-13.0495,0.409,-31.88,0,-13.852,-12.247
adrg_RR2,-13.049,1.303,-10.013,0,-15.603,-10.495
adrg_TT1,-13.0482,3.332,-3.916,0,-19.579,-6.518
adrg_IS1,-13.0368,0.535,-24.366,0,-14.085,-11.988
adrg_JD1,-13.0191,0.867,-15.017,0,-14.718,-11.32
adrg_DK1,-13.013,2.07,-6.285,0,-17.071,-8.955
adrg_VS1,-12.9657,2.248,-5.767,0,-17.372,-8.559
adrg_XS1,-12.9507,0.71,-18.248,0,-14.342,-11.56
adrg_WB1,-12.9489,1.762,-7.349,0,-16.402,-9.496
adrg_EU1,-12.8967,0.281,-45.968,0,-13.447,-12.347
adrg_DF1,-12.7352,1.714,-7.428,0,-16.095,-9.375
adrg_CD1,-12.7194,1.108,-11.482,0,-14.891,-10.548
adrg_FR2,-12.6872,0.225,-56.302,0,-13.129,-12.246
adrg_KV1,-12.663,1.81,-6.995,0,-16.211,-9.115
adrg_RW2,-12.6583,0.514,-24.622,0,-13.666,-11.651
adrg_OT1,-12.5988,0.655,-19.24,0,-13.882,-11.315
adrg_FV1,-12.5898,1.13,-11.142,0,-14.804,-10.375
adrg_FW2,-12.5735,0.496,-25.357,0,-13.545,-11.602
adrg_OC2,-12.57,1.527,-8.229,0,-15.564,-9.576
adrg_IR5,-12.5145,2.069,-6.049,0,-16.569,-8.46
adrg_PR2,-12.5097,0.789,-15.865,0,-14.055,-10.964
adrg_HC3,-12.4228,0.339,-36.629,0,-13.088,-11.758
adrg_LD1,-12.3572,0.677,-18.24,0,-13.685,-11.029
adrg_LW1,-12.2933,0.217,-56.549,0,-12.719,-11.867
adrg_DR1,-12.1536,0.579,-20.996,0,-13.288,-11.019
adrg_LZ1,-12.1449,0.423,-28.679,0,-12.975,-11.315
adrg_PR1,-12.0629,0.757,-15.932,0,-13.547,-10.579
adrg_JB2,-12.0058,0.513,-23.412,0,-13.011,-11.001
adrg_BV3,-11.9841,1.021,-11.732,0,-13.986,-9.982
adrg_PS1,-11.8786,2.486,-4.778,0,-16.752,-7.005
adrg_IK1,-11.8411,5.27,-2.247,0.025,-22.17,-1.512
adrg_ZJ1,-11.777,1.271,-9.265,0,-14.268,-9.286
adrg_ZR2,-11.7681,0.928,-12.679,0,-13.587,-9.949
adrg_LS1,-11.7372,0.34,-34.473,0,-12.405,-11.07
adrg_RW1,-11.7214,0.343,-34.219,0,-12.393,-11.05
adrg_DL1,-11.6906,1.867,-6.261,0,-15.35,-8.031
adrg_WR1,-11.6642,0.818,-14.259,0,-13.268,-10.061
adrg_NZ1,-11.6203,0.35,-33.197,0,-12.306,-10.934
adrg_VC1,-11.5575,0.745,-15.505,0,-13.018,-10.097
adrg_OD2,-11.4854,1.996,-5.754,0,-15.398,-7.573
adrg_GZ1,-11.4008,0.257,-44.327,0,-11.905,-10.897
adrg_IZ1,-11.3893,0.541,-21.041,0,-12.45,-10.328
adrg_BR3,-11.3608,0.333,-34.1,0,-12.014,-10.708
adrg_PC1,-11.3406,1.928,-5.883,0,-15.119,-7.562
adrg_HT1,-11.3218,1.083,-10.453,0,-13.445,-9.199
adrg_HZ1,-11.3,0.359,-31.486,0,-12.003,-10.597
adrg_DE1,-11.2219,0.272,-41.321,0,-11.754,-10.69
adrg_LJ1,-11.2053,0.545,-20.578,0,-12.273,-10.138
adrg_GC2,-11.156,0.207,-53.85,0,-11.562,-10.75
adrg_JU1,-11.1272,0.32,-34.819,0,-11.754,-10.501
adrg_KF1,-11.1252,2.486,-4.475,0,-15.997,-6.253
adrg_KT1,-11.097,0.503,-22.053,0,-12.083,-10.111
adrg_GF1,-11.0761,0.921,-12.021,0,-12.882,-9.27
adrg_ER1,-11.0377,0.223,-49.557,0,-11.474,-10.601
adrg_FJ1,-11.0106,1.267,-8.69,0,-13.494,-8.527
adrg_VR1,-11.0039,0.407,-27.054,0,-11.801,-10.207
adrg_RA2,-10.9835,1.632,-6.729,0,-14.183,-7.784
adrg_FU1,-10.9649,0.41,-26.735,0,-11.769,-10.161
adrg_QD1,-10.9336,1.074,-10.18,0,-13.039,-8.829
adrg_PV1,-10.8991,0.753,-14.474,0,-12.375,-9.423
adrg_OS2,-10.8363,0.432,-25.091,0,-11.683,-9.99
adrg_MJ1,-10.7395,0.337,-31.848,0,-11.4,-10.079
adrg_KB1,-10.6888,2.637,-4.053,0,-15.857,-5.52
adrg_SB1,-10.6758,1.201,-8.889,0,-13.03,-8.322
adrg_GV1,-10.6236,0.729,-14.578,0,-12.052,-9.195
adrg_FF4,-10.5693,4.301,-2.458,0.014,-18.999,-2.14
adrg_ER2,-10.5582,1.266,-8.342,0,-13.039,-8.077
adrg_LF1,-10.4917,0.381,-27.525,0,-11.239,-9.745
adrg_LK1,-10.3869,1.02,-10.185,0,-12.386,-8.388
adrg_JR2,-10.3772,4.3,-2.413,0.016,-18.805,-1.95
adrg_HT2,-10.3612,0.222,-46.582,0,-10.797,-9.925
adrg_MB1,-10.2709,0.355,-28.924,0,-10.967,-9.575
adrg_WB2,-10.2535,0.752,-13.629,0,-11.728,-8.779
adrg_DA1,-10.2341,0.564,-18.15,0,-11.339,-9.129
adrg_EX2,-10.2245,0.169,-60.35,0,-10.557,-9.892
adrg_CC1,-10.2154,0.722,-14.139,0,-11.631,-8.799
adrg_EK1,-10.1996,0.719,-14.188,0,-11.609,-8.791
adrg_HV2,-10.1245,1.439,-7.037,0,-12.945,-7.304
adrg_QJ1,-10.1222,1.56,-6.49,0,-13.179,-7.066
adrg_GW1,-10.1137,0.214,-47.234,0,-10.533,-9.694
adrg_CJ1,-10.1049,1.391,-7.263,0,-12.832,-7.378
adrg_QT1,-10.0125,0.291,-34.352,0,-10.584,-9.441
adrg_BV1,-9.9972,0.198,-50.454,0,-10.386,-9.609
adrg_ST1,-9.995,0.195,-51.2,0,-10.378,-9.612
adrg_JV1,-9.8788,0.483,-20.461,0,-10.825,-8.933
adrg_JD2,-9.7237,0.525,-18.507,0,-10.753,-8.694
adrg_HZ2,-9.4847,0.294,-32.237,0,-10.061,-8.908
adrg_QU1,-9.4746,1.072,-8.84,0,-11.575,-7.374
adrg_XT2,-9.463,0.517,-18.315,0,-10.476,-8.45
adrg_GD2,-9.374,0.322,-29.139,0,-10.005,-8.744
adrg_JT1,-9.3647,0.739,-12.673,0,-10.813,-7.916
adrg_RE1,-9.3617,1.635,-5.726,0,-12.566,-6.157
adrg_DW1,-9.3514,0.448,-20.861,0,-10.23,-8.473
adrg_EV1,-9.2607,0.423,-21.883,0,-10.09,-8.431
adrg_GU1,-9.2229,0.186,-49.587,0,-9.587,-8.858
adrg_JJ1,-9.1466,0.348,-26.246,0,-9.83,-8.464
adrg_RS1,-9.1368,0.511,-17.892,0,-10.138,-8.136
adrg_FW3,-9.058,0.588,-15.412,0,-10.21,-7.906
adrg_DG2,-9.0457,0.336,-26.918,0,-9.704,-8.387
adrg_QS1,-8.9889,0.278,-32.341,0,-9.534,-8.444
adrg_ER3,-8.9266,0.24,-37.206,0,-9.397,-8.456
adrg_EK2,-8.9034,1.108,-8.034,0,-11.075,-6.731
adrg_FV3,-8.8764,2.153,-4.123,0,-13.096,-4.657
adrg_LV1,-8.839,0.317,-27.912,0,-9.46,-8.218
adrg_BT1,-8.752,0.329,-26.576,0,-9.397,-8.107
adrg_RR1,-8.7245,0.388,-22.514,0,-9.484,-7.965
adrg_SS1,-8.548,2.358,-3.625,0,-13.169,-3.927
adrg_EX1,-8.4379,0.242,-34.799,0,-8.913,-7.963
adrg_SU1,-8.3802,1.265,-6.624,0,-10.86,-5.9
adrg_OD3,-8.337,0.597,-13.974,0,-9.506,-7.168
adrg_MD1,-8.2748,0.626,-13.227,0,-9.501,-7.049
adrg_JV2,-8.2331,0.698,-11.794,0,-9.601,-6.865
adrg_DE2,-8.0647,0.263,-30.665,0,-8.58,-7.549
adrg_TB1,-7.9888,3.333,-2.397,0.017,-14.521,-1.457
adrg_EV2,-7.9841,0.483,-16.516,0,-8.932,-7.037
adrg_AH1,-7.9509,4.313,-1.843,0.065,-16.405,0.503
adrg_JE1,-7.9125,1.132,-6.992,0,-10.13,-5.695
adrg_DV1,-7.9103,0.296,-26.74,0,-8.49,-7.33
adrg_FZ1,-7.7817,0.298,-26.146,0,-8.365,-7.198
adrg_DJ1,-7.698,1.172,-6.566,0,-9.996,-5.4
adrg_DC1,-7.6207,0.459,-16.62,0,-8.519,-6.722
adrg_LK2,-7.4445,1.679,-4.435,0,-10.735,-4.154
adrg_CU1,-7.4219,1.13,-6.568,0,-9.637,-5.207
adrg_EC1,-7.3136,0.218,-33.592,0,-7.74,-6.887
adrg_IZ2,-7.2912,1.413,-5.16,0,-10.061,-4.521
adrg_DZ1,-7.2094,0.449,-16.069,0,-8.089,-6.33
adrg_HU1,-7.1833,0.264,-27.207,0,-7.701,-6.666
adrg_WR2,-7.1334,0.339,-21.061,0,-7.797,-6.47
adrg_GD1,-7.121,0.235,-30.353,0,-7.581,-6.661
adrg_SZ1,-6.7447,0.249,-27.102,0,-7.232,-6.257
adrg_DD1,-6.6119,0.613,-10.794,0,-7.812,-5.411
adrg_ES1,-6.5195,0.143,-45.566,0,-6.8,-6.239
adrg_EW1,-6.4831,0.401,-16.174,0,-7.269,-5.697
adrg_DT1,-6.4759,0.181,-35.741,0,-6.831,-6.121
adrg_QR1,-6.4677,0.344,-18.811,0,-7.142,-5.794
adrg_MZ1,-6.2671,0.333,-18.812,0,-6.92,-5.614
adrg_DG1,-5.9915,0.878,-6.822,0,-7.713,-4.27
adrg_WZ1,-5.9824,0.281,-21.274,0,-6.534,-5.431
adrg_SV1,-5.7119,0.454,-12.584,0,-6.602,-4.822
adrg_IT1,-5.6092,1.012,-5.54,0,-7.594,-3.625
adrg_BT2,-5.5965,0.462,-12.118,0,-6.502,-4.691
adrg_LX1,-5.5903,0.676,-8.268,0,-6.916,-4.265
adrg_DD2,-5.5536,0.233,-23.842,0,-6.01,-5.097
adrg_OS1,-5.5287,0.783,-7.061,0,-7.063,-3.994
adrg_IT3,-4.8594,1.215,-4.001,0,-7.24,-2.479
adrg_EJ1,-4.7845,0.244,-19.574,0,-5.264,-4.305
adrg_XT1,-4.3369,1.593,-2.723,0.006,-7.458,-1.216
adrg_EZ1,-4.2091,0.195,-21.54,0,-4.592,-3.826
adrg_ET1,-3.9225,0.161,-24.371,0,-4.238,-3.607
adrg_LU1,-3.5605,0.26,-13.691,0,-4.07,-3.051
adrg_JV4,-3.4581,0.481,-7.188,0,-4.401,-2.515
adrg_SR1,-3.3079,0.182,-18.17,0,-3.665,-2.951
adrg_DT2,-2.9522,0.312,-9.455,0,-3.564,-2.34
QKDJ1_11,-2.9481,0.212,-13.915,0,-3.363,-2.533
QKDJ1_2,-2.7728,0.095,-29.256,0,-2.959,-2.587
adrg_EW2,-2.6217,0.399,-6.578,0,-3.403,-1.841
LYFS_5,-2.5824,0.204,-12.681,0,-2.982,-2.183
QKDJ1_12,-2.4106,0.189,-12.783,0,-2.78,-2.041
LYFS_9,-1.8001,0.21,-8.558,0,-2.212,-1.388
QKDJ1_3,-1.6218,0.083,-19.49,0,-1.785,-1.459
QKDJ1_1,-1.5176,0.108,-14.097,0,-1.729,-1.307
SSCOUNT,-1.0086,0.052,-19.569,0,-1.11,-0.908
LYFS_2,-0.9851,0.257,-3.833,0,-1.489,-0.481
QKDJ1_13,-0.9003,0.307,-2.931,0.003,-1.502,-0.298
LYFS_4,-0.7478,0.179,-4.184,0,-1.098,-0.397
grade,-0.4746,0.07,-6.82,0,-0.611,-0.338
JBCOUNT,-0.3108,0.014,-21.731,0,-0.339,-0.283
medicine,-6.39E-13,3.14E-14,-20.362,0,-7.01E-13,-5.78E-13
adrg_AG2,-1.96E-13,1.67E-14,-11.774,0,-2.29E-13,-1.63E-13
adrg_FC1,-7.53E-14,3.36E-14,-2.237,0.025,-1.41E-13,-9.34E-15
adrg_AG1,-5.98E-14,2.07E-14,-2.89,0.004,-1.00E-13,-1.92E-14
adrg_TR2,-4.31E-15,3.13E-15,-1.378,0.168,-1.04E-14,1.82E-15
adrg_RB1,-3.84E-16,3.72E-15,-0.103,0.918,-7.67E-15,6.90E-15
SJZYTS,0.08,0.003,30.073,0,0.075,0.085
NL,0.5581,0.009,59.156,0,0.54,0.577
