,coef,std err,t,P>|t|,[0.025,0.975]
adrg_CR1,-24.3042,4.806,-5.057,0,-33.723,-14.885
adrg_FM1,-24.2625,4.398,-5.517,0,-32.882,-15.644
adrg_IE1,-24.2133,4.383,-5.524,0,-32.804,-15.623
adrg_KE1,-24.212,8.595,-2.817,0.005,-41.057,-7.367
adrg_FQ2,-24.1731,4.523,-5.345,0,-33.037,-15.309
adrg_IU2,-24.1645,4.314,-5.602,0,-32.62,-15.709
adrg_FB2,-24.1462,4.683,-5.156,0,-33.325,-14.968
adrg_BD1,-24.1354,4.365,-5.529,0,-32.692,-15.579
adrg_GK1,-24.122,5.436,-4.437,0,-34.776,-13.468
adrg_CB4,-24.0932,4.31,-5.59,0,-32.541,-15.646
adrg_IR3,-24.0819,4.684,-5.141,0,-33.263,-14.901
adrg_BX1,-24.0344,4.333,-5.547,0,-32.527,-15.542
adrg_RC1,-24.0258,4.737,-5.072,0,-33.311,-14.741
adrg_RD1,-24.0237,4.901,-4.902,0,-33.63,-14.418
adrg_JA1,-23.9943,4.334,-5.537,0,-32.488,-15.501
adrg_FS3,-23.9803,5.436,-4.411,0,-34.635,-13.325
adrg_GK3,-23.9189,4.336,-5.517,0,-32.417,-15.421
adrg_BR1,-23.8507,4.305,-5.54,0,-32.289,-15.413
adrg_BE2,-23.8302,4.849,-4.915,0,-33.334,-14.327
adrg_FQ1,-23.8299,4.315,-5.523,0,-32.286,-15.374
adrg_FF1,-23.7947,5.137,-4.632,0,-33.864,-13.726
adrg_IF2,-23.7611,4.301,-5.524,0,-32.191,-15.331
adrg_FD2,-23.7357,4.479,-5.3,0,-32.514,-14.957
adrg_HK1,-23.7245,4.548,-5.216,0,-32.639,-14.81
adrg_CB1,-23.712,4.308,-5.504,0,-32.155,-15.269
adrg_GB1,-23.6879,4.303,-5.505,0,-32.122,-15.254
adrg_IR1,-23.6849,4.386,-5.4,0,-32.282,-15.088
adrg_FD1,-23.6819,6.078,-3.896,0,-35.594,-11.769
adrg_BU1,-23.6659,4.409,-5.368,0,-32.307,-15.025
adrg_EC2,-23.6013,4.398,-5.367,0,-32.221,-14.982
adrg_GC1,-23.5378,4.332,-5.433,0,-32.029,-15.047
adrg_KR1,-23.5323,5.264,-4.47,0,-33.85,-13.214
adrg_BB1,-23.5073,4.324,-5.437,0,-31.981,-15.033
adrg_ZC1,-23.3475,4.479,-5.212,0,-32.127,-14.568
adrg_TT3,-23.3348,5.264,-4.433,0,-33.652,-13.018
adrg_GB2,-23.2788,4.305,-5.407,0,-31.716,-14.841
adrg_GK2,-23.2069,4.327,-5.363,0,-31.688,-14.725
adrg_IC3,-23.2029,4.304,-5.391,0,-31.639,-14.767
adrg_BY1,-23.1351,4.304,-5.376,0,-31.57,-14.7
adrg_GS1,-23.0978,4.305,-5.365,0,-31.536,-14.659
adrg_BC2,-23.0879,4.57,-5.052,0,-32.046,-14.13
adrg_BY2,-23.0528,4.312,-5.346,0,-31.504,-14.602
adrg_LG1,-23.0113,4.312,-5.336,0,-31.463,-14.559
adrg_BB2,-22.9412,4.304,-5.331,0,-31.376,-14.506
adrg_XR1,-22.8672,4.437,-5.154,0,-31.563,-14.171
adrg_YC2,-22.8665,6.077,-3.763,0,-34.777,-10.956
adrg_LM1,-22.8623,4.559,-5.015,0,-31.797,-13.928
adrg_IF1,-22.8571,4.302,-5.313,0,-31.29,-14.425
adrg_JA2,-22.8516,4.465,-5.118,0,-31.604,-14.1
adrg_BR2,-22.8214,4.301,-5.306,0,-31.251,-14.392
adrg_RU2,-22.742,4.32,-5.264,0,-31.209,-14.275
adrg_IS2,-22.7314,4.371,-5.2,0,-31.299,-14.164
adrg_HD3,-22.7249,4.3,-5.285,0,-31.153,-14.297
adrg_GR1,-22.6829,4.305,-5.269,0,-31.12,-14.245
adrg_GT1,-22.6472,4.412,-5.133,0,-31.295,-13.999
adrg_KD1,-22.6334,4.328,-5.229,0,-31.117,-14.15
adrg_CB2,-22.5938,4.408,-5.125,0,-31.234,-13.953
adrg_IS3,-22.5737,4.325,-5.22,0,-31.05,-14.097
adrg_HD4,-22.5736,4.408,-5.121,0,-31.214,-13.934
adrg_FQ3,-22.5526,4.582,-4.922,0,-31.534,-13.572
adrg_ID2,-22.5325,4.312,-5.226,0,-30.983,-14.082
adrg_IJ1,-22.5244,4.56,-4.94,0,-31.462,-13.587
adrg_FR1,-22.5149,4.329,-5.201,0,-31,-14.03
adrg_GE2,-22.477,4.385,-5.126,0,-31.072,-13.882
adrg_HR1,-22.4478,4.31,-5.208,0,-30.895,-14
adrg_KU1,-22.4464,5.686,-3.948,0,-33.591,-11.302
adrg_CS1,-22.4352,4.381,-5.121,0,-31.021,-13.849
adrg_BW2,-22.3435,4.48,-4.988,0,-31.123,-13.564
adrg_IU3,-22.3223,4.366,-5.112,0,-30.88,-13.765
adrg_KD2,-22.3039,4.49,-4.968,0,-31.103,-13.504
adrg_VD1,-22.274,4.331,-5.143,0,-30.763,-13.785
adrg_KC1,-22.2703,4.351,-5.119,0,-30.798,-13.743
adrg_FD4,-22.2486,4.453,-4.996,0,-30.976,-13.521
adrg_HK2,-22.2395,4.307,-5.163,0,-30.681,-13.798
adrg_MK1,-22.233,5.137,-4.328,0,-32.301,-12.165
adrg_OC1,-22.2021,4.315,-5.145,0,-30.66,-13.744
adrg_US2,-22.1808,8.595,-2.581,0.01,-39.026,-5.336
adrg_NA2,-22.1805,4.336,-5.115,0,-30.679,-13.682
adrg_CX1,-22.1707,6.796,-3.263,0.001,-35.49,-8.852
adrg_ZK1,-22.1405,6.796,-3.258,0.001,-35.461,-8.82
adrg_VJ1,-22.1128,4.303,-5.139,0,-30.546,-13.679
adrg_BJ1,-22.0817,4.324,-5.107,0,-30.556,-13.607
adrg_HJ1,-22.0779,4.334,-5.094,0,-30.572,-13.584
adrg_OR1,-22.0677,4.303,-5.129,0,-30.501,-13.634
adrg_XJ1,-22.06,4.31,-5.119,0,-30.507,-13.613
adrg_EB1,-22.0344,4.305,-5.118,0,-30.472,-13.597
adrg_HB1,-22.0246,4.345,-5.069,0,-30.54,-13.509
adrg_HZ3,-22.0242,4.465,-4.932,0,-30.776,-13.272
adrg_XZ1,-22.0238,4.849,-4.542,0,-31.528,-12.52
adrg_BZ1,-21.998,4.338,-5.071,0,-30.5,-13.496
adrg_FF3,-21.9706,4.307,-5.101,0,-30.412,-13.529
adrg_FE4,-21.9695,5.684,-3.865,0,-33.111,-10.828
adrg_KZ1,-21.8667,4.34,-5.038,0,-30.374,-13.36
adrg_LR1,-21.8542,4.303,-5.079,0,-30.288,-13.421
adrg_IG1,-21.7889,4.304,-5.062,0,-30.225,-13.352
adrg_HS1,-21.7641,4.334,-5.022,0,-30.258,-13.27
adrg_GE1,-21.6992,4.309,-5.036,0,-30.145,-13.253
adrg_VS2,-21.6791,4.316,-5.022,0,-30.139,-13.219
adrg_KS1,-21.6632,4.304,-5.033,0,-30.099,-13.228
adrg_FN3,-21.637,4.474,-4.836,0,-30.407,-12.867
adrg_TV1,-21.6039,4.474,-4.828,0,-30.373,-12.834
adrg_NA1,-21.5611,4.354,-4.952,0,-30.096,-13.027
adrg_QC1,-21.522,4.391,-4.901,0,-30.129,-12.915
adrg_OJ1,-21.4367,4.644,-4.616,0,-30.538,-12.335
adrg_CD2,-21.4183,4.306,-4.974,0,-29.858,-12.978
adrg_IH1,-21.3761,4.341,-4.925,0,-29.884,-12.869
adrg_GJ1,-21.3743,4.329,-4.937,0,-29.859,-12.889
adrg_HD2,-21.3549,4.34,-4.921,0,-29.861,-12.849
adrg_FU2,-21.3525,4.342,-4.918,0,-29.863,-12.842
adrg_FV2,-21.3467,4.431,-4.817,0,-30.032,-12.662
adrg_IU1,-21.3397,4.316,-4.944,0,-29.799,-12.881
adrg_FK1,-21.2534,4.479,-4.746,0,-30.031,-12.475
adrg_KJ1,-21.2304,4.663,-4.553,0,-30.369,-12.092
adrg_RU1,-21.2006,4.302,-4.928,0,-29.633,-12.768
adrg_BU2,-21.1811,4.426,-4.786,0,-29.856,-12.506
adrg_BK1,-21.1683,4.345,-4.872,0,-29.684,-12.653
adrg_BW1,-21.1568,4.582,-4.617,0,-30.138,-12.176
adrg_JR1,-21.1536,4.411,-4.796,0,-29.798,-12.509
adrg_OD1,-21.1363,4.57,-4.625,0,-30.093,-12.18
adrg_OB2,-21.13,4.303,-4.91,0,-29.564,-12.696
adrg_ND1,-21.1285,4.302,-4.911,0,-29.561,-12.696
adrg_HC2,-21.0403,4.394,-4.788,0,-29.653,-12.428
adrg_NC1,-21.0241,4.301,-4.888,0,-29.455,-12.594
adrg_RA3,-20.9666,4.806,-4.363,0,-30.386,-11.547
adrg_FT2,-20.8938,4.305,-4.853,0,-29.331,-12.456
adrg_VB1,-20.8113,4.325,-4.812,0,-29.288,-12.334
adrg_LS2,-20.8107,4.662,-4.463,0,-29.949,-11.672
adrg_OZ1,-20.7951,4.3,-4.836,0,-29.223,-12.367
adrg_FW1,-20.7653,4.341,-4.784,0,-29.273,-12.257
adrg_MR1,-20.7163,4.344,-4.769,0,-29.231,-12.202
adrg_PT1,-20.6942,4.306,-4.805,0,-29.135,-12.254
adrg_UR1,-20.6553,4.901,-4.214,0,-30.261,-11.049
adrg_GV2,-20.6548,4.35,-4.749,0,-29.18,-12.13
adrg_NB1,-20.64,4.312,-4.786,0,-29.092,-12.188
adrg_WS1,-20.6344,5.443,-3.791,0,-31.302,-9.967
adrg_VZ1,-20.5709,4.371,-4.707,0,-29.137,-12.004
adrg_NR1,-20.5567,4.318,-4.76,0,-29.021,-12.093
adrg_RK1,-20.519,4.963,-4.134,0,-30.246,-10.792
adrg_IH2,-20.5061,4.319,-4.747,0,-28.972,-12.04
adrg_LA1,-20.4981,4.314,-4.751,0,-28.954,-12.042
adrg_EB2,-20.4891,4.4,-4.657,0,-29.113,-11.865
adrg_RT1,-20.4566,4.342,-4.712,0,-28.966,-11.947
adrg_FS2,-20.452,4.302,-4.754,0,-28.884,-12.02
adrg_NJ1,-20.4368,4.357,-4.691,0,-28.976,-11.898
adrg_QB1,-20.4186,4.341,-4.703,0,-28.928,-11.91
adrg_HC4,-20.397,4.31,-4.732,0,-28.845,-11.949
adrg_PT2,-20.3851,4.312,-4.727,0,-28.837,-11.933
adrg_FS1,-20.3848,4.347,-4.689,0,-28.905,-11.865
adrg_HS2,-20.3099,4.346,-4.673,0,-28.829,-11.791
adrg_HD1,-20.2954,5.136,-3.952,0,-30.362,-10.229
adrg_IH3,-20.2746,4.344,-4.667,0,-28.789,-11.76
adrg_LC1,-20.2607,4.305,-4.706,0,-28.698,-11.823
adrg_LE1,-20.2521,4.308,-4.702,0,-28.695,-11.809
adrg_MC1,-20.2034,4.313,-4.684,0,-28.657,-11.75
adrg_HC1,-20.1934,5.265,-3.836,0,-30.512,-9.874
adrg_ZR1,-20.1911,4.685,-4.309,0,-29.374,-11.008
adrg_FU3,-20.1375,4.329,-4.652,0,-28.622,-11.653
adrg_DB1,-20.083,4.61,-4.357,0,-29.118,-11.048
adrg_FF2,-20.0684,4.523,-4.437,0,-28.933,-11.204
adrg_OB1,-19.999,4.37,-4.576,0,-28.564,-11.434
adrg_DG3,-19.9935,4.503,-4.44,0,-28.82,-11.167
adrg_ZB1,-19.9833,4.963,-4.027,0,-29.711,-10.256
adrg_GX1,-19.955,4.352,-4.585,0,-28.485,-11.425
adrg_GC3,-19.8487,4.334,-4.58,0,-28.343,-11.354
adrg_DS1,-19.8167,4.344,-4.562,0,-28.331,-11.302
adrg_JC1,-19.7939,4.457,-4.441,0,-28.53,-11.058
adrg_LB1,-19.7892,4.308,-4.594,0,-28.233,-11.346
adrg_NE1,-19.7524,4.307,-4.586,0,-28.195,-11.31
adrg_TT2,-19.7513,6.079,-3.249,0.001,-31.665,-7.837
adrg_OU1,-19.7313,4.368,-4.518,0,-28.292,-11.171
adrg_BV2,-19.7183,4.465,-4.416,0,-28.47,-10.967
adrg_GB3,-19.7163,4.315,-4.569,0,-28.173,-11.259
adrg_MA1,-19.6531,4.364,-4.504,0,-28.206,-11.101
adrg_IT2,-19.6524,4.306,-4.564,0,-28.093,-11.212
adrg_HL1,-19.6421,4.363,-4.502,0,-28.193,-11.091
adrg_WJ1,-19.6164,4.339,-4.521,0,-28.121,-11.112
adrg_OE1,-19.6088,4.309,-4.551,0,-28.054,-11.163
adrg_PU1,-19.6027,4.301,-4.557,0,-28.033,-11.172
adrg_HV1,-19.5277,4.307,-4.534,0,-27.97,-11.086
adrg_CZ1,-19.5203,4.316,-4.523,0,-27.98,-11.061
adrg_RR2,-19.5162,4.49,-4.347,0,-28.317,-10.716
adrg_TT1,-19.5139,5.437,-3.589,0,-30.17,-8.858
adrg_DK1,-19.5107,4.768,-4.092,0,-28.856,-10.165
adrg_IS1,-19.486,4.33,-4.5,0,-27.973,-10.999
adrg_VS1,-19.4333,4.849,-4.007,0,-28.938,-9.929
adrg_WB1,-19.4312,4.643,-4.185,0,-28.532,-10.33
adrg_XS1,-19.4167,4.355,-4.459,0,-27.952,-10.881
adrg_JD1,-19.4137,4.384,-4.428,0,-28.006,-10.822
adrg_EU1,-19.3634,4.306,-4.497,0,-27.803,-10.924
adrg_DF1,-19.221,4.626,-4.155,0,-28.287,-10.155
adrg_CD1,-19.1733,4.437,-4.322,0,-27.869,-10.478
adrg_FR2,-19.1494,4.303,-4.45,0,-27.583,-10.716
adrg_KV1,-19.1292,4.662,-4.103,0,-28.267,-9.991
adrg_RW2,-19.1232,4.327,-4.419,0,-27.605,-10.642
adrg_OT1,-19.0798,4.346,-4.39,0,-27.598,-10.562
adrg_FV1,-19.0554,4.443,-4.289,0,-27.763,-10.347
adrg_FW2,-19.0333,4.325,-4.401,0,-27.511,-10.556
adrg_OC2,-19.0276,4.559,-4.174,0,-27.963,-10.092
adrg_IR5,-18.9852,4.769,-3.981,0,-28.332,-9.639
adrg_PR2,-18.9797,4.368,-4.345,0,-27.542,-10.418
adrg_HC3,-18.8926,4.31,-4.384,0,-27.34,-10.445
adrg_LD1,-18.8302,4.349,-4.33,0,-27.355,-10.306
adrg_LW1,-18.7734,4.302,-4.364,0,-27.205,-10.341
adrg_DR1,-18.6243,4.335,-4.296,0,-27.122,-10.127
adrg_LZ1,-18.6138,4.318,-4.311,0,-27.076,-10.151
adrg_PR1,-18.5357,4.363,-4.248,0,-27.087,-9.984
adrg_JB2,-18.5073,4.327,-4.277,0,-26.988,-10.027
adrg_BV3,-18.4514,4.417,-4.178,0,-27.108,-9.795
adrg_PS1,-18.3329,4.964,-3.693,0,-28.062,-8.603
adrg_ZJ1,-18.2956,4.479,-4.085,0,-27.074,-9.518
adrg_ZR2,-18.222,4.396,-4.145,0,-26.838,-9.606
adrg_LS1,-18.2108,4.31,-4.225,0,-26.659,-9.763
adrg_RW1,-18.1886,4.31,-4.22,0,-26.637,-9.74
adrg_DL1,-18.1883,4.683,-3.884,0,-27.368,-9.009
adrg_WR1,-18.1328,4.374,-4.146,0,-26.706,-9.56
adrg_IK1,-18.1149,6.8,-2.664,0.008,-31.443,-4.787
adrg_NZ1,-18.0893,4.311,-4.196,0,-26.539,-9.64
adrg_VC1,-18.0303,4.361,-4.135,0,-26.577,-9.483
adrg_OD2,-17.9849,4.737,-3.797,0,-27.269,-8.701
adrg_GZ1,-17.8654,4.304,-4.15,0,-26.302,-9.429
adrg_IZ1,-17.853,4.331,-4.122,0,-26.341,-9.365
adrg_BR3,-17.8318,4.31,-4.137,0,-26.279,-9.385
adrg_HT1,-17.7873,4.431,-4.014,0,-26.472,-9.103
adrg_PC1,-17.7807,4.708,-3.776,0,-27.009,-8.552
adrg_HZ1,-17.7665,4.312,-4.12,0,-26.218,-9.315
adrg_DE1,-17.7075,4.305,-4.113,0,-26.145,-9.27
adrg_LJ1,-17.6977,4.331,-4.087,0,-26.186,-9.21
adrg_GC2,-17.6175,4.302,-4.095,0,-26.049,-9.186
adrg_JU1,-17.5915,4.309,-4.083,0,-26.037,-9.146
adrg_KT1,-17.5618,4.326,-4.059,0,-26.041,-9.083
adrg_KF1,-17.5175,4.964,-3.529,0,-27.246,-7.789
adrg_GF1,-17.5118,4.394,-3.985,0,-26.124,-8.899
adrg_ER1,-17.5075,4.302,-4.069,0,-25.94,-9.075
adrg_FJ1,-17.4755,4.479,-3.902,0,-26.254,-8.697
adrg_RA2,-17.4666,4.596,-3.801,0,-26.474,-8.459
adrg_VR1,-17.4629,4.316,-4.046,0,-25.922,-9.004
adrg_FU1,-17.4296,4.316,-4.038,0,-25.89,-8.97
adrg_QD1,-17.4163,4.428,-3.933,0,-26.096,-8.737
adrg_PV1,-17.3682,4.362,-3.981,0,-25.918,-8.818
adrg_OS2,-17.3024,4.319,-4.006,0,-25.767,-8.838
adrg_MJ1,-17.2153,4.31,-3.995,0,-25.662,-8.769
adrg_KB1,-17.1182,5.041,-3.396,0.001,-26.998,-7.239
adrg_SB1,-17.1121,4.462,-3.835,0,-25.857,-8.367
adrg_GV1,-17.0786,4.358,-3.919,0,-25.62,-8.537
adrg_FF4,-17.0516,6.078,-2.805,0.005,-28.965,-5.138
adrg_JR2,-17.0265,6.087,-2.797,0.005,-28.956,-5.097
adrg_ER2,-17.0197,4.479,-3.8,0,-25.799,-8.24
adrg_LF1,-16.975,4.313,-3.936,0,-25.429,-8.521
adrg_LK1,-16.8708,4.416,-3.82,0,-25.526,-8.216
adrg_HT2,-16.8275,4.303,-3.911,0,-25.261,-8.394
adrg_MB1,-16.7477,4.311,-3.885,0,-25.197,-8.298
adrg_WB2,-16.7153,4.362,-3.832,0,-25.264,-8.166
adrg_DA1,-16.7117,4.333,-3.857,0,-25.204,-8.219
adrg_EK1,-16.6972,4.355,-3.834,0,-25.233,-8.161
adrg_EX2,-16.6938,4.3,-3.882,0,-25.122,-8.265
adrg_CC1,-16.6814,4.356,-3.829,0,-25.22,-8.143
adrg_QJ1,-16.5993,4.57,-3.632,0,-25.557,-7.642
adrg_HV2,-16.5911,4.531,-3.661,0,-25.472,-7.71
adrg_GW1,-16.581,4.302,-3.854,0,-25.013,-8.149
adrg_CJ1,-16.565,4.516,-3.668,0,-25.416,-7.714
adrg_QT1,-16.4818,4.307,-3.827,0,-24.923,-8.041
adrg_BV1,-16.4673,4.302,-3.828,0,-24.898,-8.036
adrg_ST1,-16.4653,4.301,-3.828,0,-24.896,-8.035
adrg_JV1,-16.3435,4.324,-3.78,0,-24.818,-7.869
adrg_JD2,-16.1587,4.329,-3.733,0,-24.643,-7.675
adrg_HZ2,-15.9503,4.307,-3.703,0,-24.392,-7.509
adrg_XT2,-15.9305,4.328,-3.681,0,-24.413,-7.448
adrg_QU1,-15.929,4.428,-3.597,0,-24.608,-7.25
adrg_RE1,-15.9011,4.593,-3.462,0.001,-24.904,-6.898
adrg_JT1,-15.8519,4.36,-3.636,0,-24.397,-7.307
adrg_DW1,-15.8243,4.32,-3.663,0,-24.291,-7.357
adrg_GD2,-15.8187,4.309,-3.671,0,-24.264,-7.374
adrg_EV1,-15.726,4.318,-3.642,0,-24.188,-7.264
adrg_GU1,-15.6911,4.301,-3.648,0,-24.121,-7.261
adrg_JJ1,-15.6531,4.311,-3.631,0,-24.102,-7.204
adrg_RS1,-15.6107,4.327,-3.608,0,-24.091,-7.13
adrg_DG2,-15.5253,4.309,-3.603,0,-23.971,-7.079
adrg_FW3,-15.5243,4.337,-3.58,0,-24.025,-7.024
adrg_QS1,-15.4549,4.306,-3.589,0,-23.894,-7.015
adrg_ER3,-15.3924,4.304,-3.577,0,-23.827,-6.958
adrg_EK2,-15.3899,4.436,-3.469,0.001,-24.085,-6.695
adrg_FV3,-15.3419,4.806,-3.192,0.001,-24.761,-5.923
adrg_LV1,-15.3058,4.309,-3.552,0,-23.75,-6.861
adrg_BT1,-15.2213,4.309,-3.532,0,-23.668,-6.775
adrg_RR1,-15.1923,4.314,-3.521,0,-23.648,-6.737
adrg_SS1,-15.0115,4.901,-3.063,0.002,-24.618,-5.405
adrg_EX1,-14.9061,4.304,-3.464,0.001,-23.341,-6.471
adrg_SU1,-14.8434,4.479,-3.314,0.001,-23.623,-6.064
adrg_OD3,-14.819,4.338,-3.416,0.001,-23.321,-6.317
adrg_MD1,-14.7438,4.342,-3.396,0.001,-23.253,-6.234
adrg_JV2,-14.7015,4.353,-3.377,0.001,-23.234,-6.169
adrg_AH1,-14.5733,6.081,-2.397,0.017,-26.492,-2.655
adrg_DE2,-14.5533,4.304,-3.381,0.001,-22.99,-6.117
adrg_TB1,-14.4816,5.437,-2.664,0.008,-25.137,-3.826
adrg_EV2,-14.4504,4.324,-3.342,0.001,-22.925,-5.975
adrg_DV1,-14.3773,4.307,-3.338,0.001,-22.819,-5.936
adrg_JE1,-14.3291,4.444,-3.225,0.001,-23.039,-5.62
adrg_FZ1,-14.2457,4.307,-3.307,0.001,-22.688,-5.804
adrg_DJ1,-14.175,4.453,-3.183,0.001,-22.903,-5.447
adrg_DC1,-14.1085,4.32,-3.266,0.001,-22.576,-5.641
adrg_LK2,-13.9294,4.613,-3.02,0.003,-22.971,-4.888
adrg_CU1,-13.8861,4.443,-3.125,0.002,-22.594,-5.178
adrg_EC1,-13.7837,4.302,-3.204,0.001,-22.216,-5.351
adrg_IZ2,-13.7608,4.523,-3.042,0.002,-22.626,-4.896
adrg_DZ1,-13.6836,4.32,-3.167,0.002,-22.151,-5.216
adrg_HU1,-13.6459,4.305,-3.17,0.002,-22.084,-5.208
adrg_WR2,-13.6008,4.31,-3.155,0.002,-22.049,-5.153
adrg_GD1,-13.5475,4.303,-3.148,0.002,-21.982,-5.113
adrg_SZ1,-13.2091,4.304,-3.069,0.002,-21.645,-4.773
adrg_DD1,-13.1112,4.339,-3.022,0.003,-21.616,-4.607
adrg_ES1,-12.9878,4.299,-3.021,0.003,-21.414,-4.561
adrg_EW1,-12.9492,4.316,-3.001,0.003,-21.408,-4.491
adrg_DT1,-12.9455,4.301,-3.01,0.003,-21.375,-4.516
adrg_RA4,-12.9452,8.596,-1.506,0.132,-29.793,3.902
adrg_QR1,-12.9344,4.311,-3.001,0.003,-21.383,-4.486
adrg_MZ1,-12.7317,4.31,-2.954,0.003,-21.179,-4.285
adrg_DG1,-12.4743,4.385,-2.845,0.004,-21.069,-3.88
adrg_WZ1,-12.4517,4.306,-2.892,0.004,-20.892,-4.012
adrg_SV1,-12.1781,4.321,-2.819,0.005,-20.647,-3.709
adrg_IT1,-12.08,4.414,-2.737,0.006,-20.732,-3.428
adrg_BT2,-12.0737,4.321,-2.794,0.005,-20.543,-3.604
adrg_LX1,-12.0587,4.35,-2.772,0.006,-20.584,-3.533
adrg_DD2,-12.0425,4.303,-2.799,0.005,-20.475,-3.61
adrg_OS1,-11.9977,4.368,-2.747,0.006,-20.558,-3.437
adrg_IT3,-11.3316,4.465,-2.538,0.011,-20.083,-2.58
adrg_EJ1,-11.2768,4.303,-2.621,0.009,-19.71,-2.844
adrg_XT1,-10.8039,4.582,-2.358,0.018,-19.785,-1.823
adrg_EZ1,-10.6782,4.301,-2.483,0.013,-19.109,-2.248
adrg_ET1,-10.3871,4.3,-2.416,0.016,-18.815,-1.959
adrg_LU1,-10.0264,4.305,-2.329,0.02,-18.464,-1.589
adrg_JV4,-9.9268,4.324,-2.296,0.022,-18.401,-1.453
adrg_SR1,-9.7779,4.301,-2.274,0.023,-18.207,-1.348
adrg_DT2,-9.421,4.308,-2.187,0.029,-17.865,-0.977
adrg_EW2,-9.0866,4.315,-2.106,0.035,-17.544,-0.629
adrg_VT1,-8.4806,4.36,-1.945,0.052,-17.026,0.064
adrg_DC2,-8.3143,4.317,-1.926,0.054,-16.775,0.147
adrg_JV3,-7.9345,4.313,-1.84,0.066,-16.388,0.519
adrg_XS2,-7.5323,4.643,-1.622,0.105,-16.633,1.568
adrg_DX1,-7.1627,4.316,-1.66,0.097,-15.622,1.296
adrg_JS1,-7.0031,4.366,-1.604,0.109,-15.559,1.553
adrg_DU1,-6.8981,4.331,-1.593,0.111,-15.386,1.59
adrg_GU2,-5.6043,4.305,-1.302,0.193,-14.041,2.833
adrg_NS1,-4.7586,4.335,-1.098,0.272,-13.256,3.739
adrg_YR1,-4.6868,4.423,-1.06,0.289,-13.356,3.983
adrg_MS1,-4.6485,4.325,-1.075,0.282,-13.126,3.829
QKDJ1_11,-2.9716,0.217,-13.684,0,-3.397,-2.546
QKDJ1_2,-2.7879,0.105,-26.496,0,-2.994,-2.582
LYFS_5,-2.579,0.204,-12.664,0,-2.978,-2.18
QKDJ1_12,-2.4416,0.198,-12.312,0,-2.83,-2.053
QKDJ1_8,-1.9544,1.716,-1.139,0.255,-5.319,1.41
LYFS_9,-1.799,0.21,-8.554,0,-2.211,-1.387
adrg_IX1,-1.7343,8.595,-0.202,0.84,-18.579,15.111
